ОТДЕЛЕНИЕ;USD пок;USD прод;EUR пок;EUR прод;RUB пок;RUB прод
"  Идея Банк г. Минск, пр-т Победителей, 65, в ТЦ ""Замок""  15:26";2.042;2.054;2.262;2.285;3.155;3.300
  Идея Банк г. Минск, ул. Притыцкого, 101, в ТЦ «Материк»  15:25;2.037;2.057;2.260;2.285;3.150;3.300
  Идея Банк г. Минск, ул. В.Хоружей, 8, на Минском Комаровском рынке  15:25;2.036;2.058;2.265;2.285;3.165;3.300
  Идея Банк г. Минск, ул. Уманская, 54  15:26;2.036;2.058;2.265;2.285;3.165;3.300
  Идея Банк г. Минск, пр-т Рокоссовского, 80  15:25;2.044;2.060;2.265;2.282;3.165;3.300
  Идея Банк г. Минск, ул. В.Хоружей, 18 А  15:25;2.044;2.060;2.265;2.282;3.165;3.300
  Идея Банк г. Минск, ул. Кирова, 1  15:25;2.044;2.060;2.265;2.282;3.165;3.300
  Идея Банк г. Минск, пр-т Независимости, 168, корп.1  15:25;2.044;2.060;2.265;2.282;3.165;3.300
  Идея Банк г. Минск, ул. Притыцкого, 97  15:25;2.044;2.060;2.265;2.282;3.165;3.300
  Идея Банк г. Минск, пр-т Дзержинского, 119  15:25;2.044;2.060;2.265;2.282;3.165;3.300
  МТБанк г. Минск, ул.Толстого,10, 1 этаж  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, Привокзальная п-дь, 3 (здание ЖД вокзала, 2 уровень)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, Есенина, 76  15:25;2.035;2.059;2.265;2.288;3.165;3.210
"  МТБанк г.Минск, ул. Уманская, 54 (гипермаркет ""Глобо"", средний уровень)  15:25";2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр. Победителей, 59  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр-т Независимости, 11 к.2  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр. Независимости, 56 (В зале для клиентов Казино «Casino Club XO»)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пер. Промышленный 12а  15:25;2.035;2.059;2.265;2.288;3.165;3.210
"  МТБанк г. Минск, ул. Бобруйская, 6 (ТЦ ""Galileo"", 3-й этаж)  15:25";2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр-т Машерова, д. 17/3 (В зале для клиентов Казино «Белая вежа»)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр. Независимости 11/2  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Мясникова, д. 7 (В зале для клиентов Казино «Универсал»)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр-т. Пушкина, д. 39 (В зале для клиентов Казино «У Адмирала»)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Я. Коласа,1  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр. Партизанский, 6а, Головной банк, 1 эт  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр. Машерова, 54  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, Игуменский тракт, 16 Б  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Петра Мстиславца 11 (ТРЦ «DANA MALL»)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Лобанка, 94  15:25;2.035;2.059;2.265;2.288;3.165;3.210
"  МТБанк г.Минск, Куприянова 1а (Бизнес-центре ""Алмаз"")  15:25";2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр-т Независимости, 202-3  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, ул. Кунцевщина, 2а  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, ул. Бурдейного, 6а  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, ул. Богдановича, 124  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Мележа,1  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр-т Партизанский, 150а  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, ул. Уманская, 54  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, переулок Тучинский, 2а (вход с ул. Кальварийской)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, Партизанский пр-т., 6а, 1 этаж  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр-т Независимости 60  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, пр-т Независимости, 164  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Чкалова, 20  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пересечение пр-та Партизанского и ул. Жилуновича  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр-т Рокоссовского, 80 (микрорайон «Серебрянка»)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Притыцкого, 17А-3 (подземный переход ст.м. Пушкинская)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, пр-т Дзержинского, 122  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Толстого, 10, БЦ «Titul»  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г. Минск, ул. Бурдейного, 6 (павильон №19)  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  МТБанк г.Минск, ул. Бобруйская, 15  15:25;2.035;2.059;2.265;2.288;3.165;3.210
  Паритетбанк г.Минск, ул. Киселева, д. 61а  15:25;2.045;2.055;2.262;2.282;3.165;3.195
"  Паритетбанк г. Минск, ул. Гамарника, 16, универсам ""Витебск""  15:25";2.038;2.058;2.255;2.285;3.130;3.200
"  Паритетбанк г. Минск, ул. Тимирязева, 125/1 (павильон ""Мир моды-3"")  15:25";2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, ул. Тимирязева, 125/9 (ТД «Ждановичи», блок 4, павильон 8)  15:25;2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, Игуменский тракт, 16 (магазин «Ваш выбор»)  15:25;2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, пр-т Победителей, 19  15:25;2.038;2.058;2.255;2.285;3.150;3.200
  Паритетбанк г. Минск, пр-т Независимости, 77  15:25;2.045;2.055;2.262;2.282;3.165;3.195
"  Паритетбанк г. Минск, ул. Тимирязева, 114 (ТЦ ""АвтоГрад"")  15:25";2.038;2.058;2.255;2.285;3.130;3.200
"  Паритетбанк Минский р-н, п. Ждановичи, санаторий ""Пралеска""  15:25";2.038;2.058;2.255;2.285;3.130;3.200
"  Паритетбанк г. Минск, ул. Тимирязева, 123/2, ТРЦ ""Град""  15:25";2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, пр-т Независимости, 23  15:25;2.038;2.058;2.255;2.285;3.130;3.200
"  Паритетбанк Минская область, Минский район, агрогородок Ждановичи, санаторий ""Белорусочка""  15:25";2.038;2.058;2.255;2.285;3.130;3.200
"  Паритетбанк г. Минск, ул. Тимирязева, 125/10, павильон ""Мир моды-4""  15:25";2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, ул. Никифорова, 51  15:25;2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, ул. Уручская, 27, каб. 9  15:25;2.038;2.058;2.255;2.285;3.130;3.200
  Паритетбанк г. Минск, ул. Киселева, 61а  15:25;2.045;2.055;2.262;2.282;3.165;3.195
"  Паритетбанк Минская область, Минский район, агрогородок Ждановичи, санаторий ""Криница""  15:25";2.038;2.058;2.255;2.285;3.130;3.200
"  Паритетбанк г. Минск, ул. Кирова, 18 (г-ца ""Президент-отель"")  15:25";2.038;2.058;2.255;2.285;3.150;3.200
"  Паритетбанк г.Минск, пр-т Победителей, 19 (г-ца ""Юбилейная"")  15:25";2.045;2.055;2.262;2.282;3.165;3.195
  Паритетбанк г. Минск, ул. Кижеватова, 7/2  15:25;2.045;2.055;2.262;2.282;3.165;3.195
  Паритетбанк г. Минск, ул. Гамарника, 9/4  15:25;2.045;2.055;2.262;2.282;3.165;3.195
  Паритетбанк г. Минск, пр. Независимости, 40  15:25;2.045;2.055;2.262;2.282;3.165;3.195
  Приорбанк г.Минск, ул. Радиальная, 38-А  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, Партизанский пр-т , 182 (гипермаркет «ProStore»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Городецкая, 30 (гипермаркет «ГИППО»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Игуменский тракт, 30 (гипермаркет «ГИППО»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
"  Приорбанк г. Минск, пр-т Партизанский, 150А (ТРЦ ""МОМО"")  15:25";2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр-т Дзержинского, 126 (гипермаркет «ProStore»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Сухаревская, 31 (гипермаркет «ГИППО»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк Минский район, пересечение Логойского тракта и МКАД (ТРЦ ЭКСПОБЕЛ, гипермаркет BIGZZ)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр-т Рокоссовского, 80  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр-т Рокоссовского, 2 (гипермаркет “ГИППО» - 2 этаж)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Горецкого, 2 (гипермаркет «ГИППО»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск ул. Тимирязева, 65-А  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр. Победителей, 125  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Притыцкого, 30А (на выходе из ст.м. Пушкинская)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Свердлова, 23 (автоцентр PEUGEOT)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г.Минск, Логойский тракт, 15/1  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск ул. Тимирязева, 121/4 (рядом с ТЦ «GRAD») 15:25;2.037;2.062;2.257;2.287;3.110;3.260
"  Приорбанк г. Минск, ул. Тимирязева, 123/1 (""ТД""Ждановичи"": в павильоне строительной выставки)  15:25";2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Притыцкого, 105 (ст.м. Каменная горка)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г.Минск, ул. Притыцкого, 91  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г.Минск, пр-кт Машерова, 40  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, ул. Макаенка, 23 15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк Минский р-он, Западный промузел ТЭЦ– 4 (Дискаунтер «Евроопт»)  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г.Минск ул. Комсомольская, 13  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск ул. Немига, 30 15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр-т Партизанский, 56/2 15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, Партизанский пр-т, 107  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск ул. Кропоткина, 91  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск ул. Казинца, 92/1  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск пр-т Независимости, 172  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр-т Независимости, 168/2  15:25;2.037;2.062;2.257;2.287;3.110;3.260
"  Приорбанк г. Минск, ул. Сурганова, 41 (рядом с развлекательным центром ""Айсберг"")  15:25";2.037;2.062;2.257;2.287;3.110;3.260
"  Приорбанк г. Минск пр-т Дзержинского, 104 (БЦ ""Титан"")  15:25";2.037;2.062;2.257;2.287;3.110;3.260
  Приорбанк г. Минск, пр-т Дзержинского, 122  15:25;2.037;2.062;2.257;2.287;3.110;3.260
  РРБ-Банк г. Минск, ул. Краснозвездная, 18  15:25;2.045;2.057;2.265;2.285;3.165;3.200
  РРБ-Банк г. Минск, ул. Маяковского, 184 (Червенский рынок в Лошице)  15:25;2.045;2.057;2.265;2.285;3.165;3.200
  РРБ-Банк г Минск, пр-т Независимости, 58  15:25;2.045;2.057;2.265;2.285;3.165;3.195
  СтатусБанк г. Минск, ул. Денисовская, 8А  23:53;2.040;2.057;2.260;2.280;3.165;3.195
  СтатусБанк г.Минск, ул. Нестерова, 49  23:53;2.035;2.063;2.260;2.286;3.165;3.205
  СтатусБанк г.Минск, ул. Одинцова, 65  23:53;2.035;2.063;2.260;2.286;3.165;3.205
  СтатусБанк г. Минск, пр-кт. Дзержинского, 104  23:53;2.035;2.063;2.260;2.286;3.165;3.205
  СтатусБанк г. Минск, ул. Одинцова, 65  23:53;2.035;2.063;2.260;2.286;3.165;3.205
  СтатусБанк г. Минск, Железнодорожный вокзал, пл. Привокзальная, 3, правое крыло  23:53;2.030;2.070;2.245;2.287;3.020;3.205
  СтатусБанк г. Минск, ул. Я. Коласа, 37  23:53;2.040;2.057;2.260;2.281;3.165;3.195
  СтатусБанк г. Минск, ул. Притыцкого, 89  23:53;2.040;2.057;2.260;2.281;3.165;3.195
  СтатусБанк Минский район, Щомыслицкий с/с, 42/1, Западный промузел ТЭЦ-4  23:53;2.040;2.060;2.260;2.287;3.165;3.200
  СтатусБанк г. Минск, ул. Гошкевича, 3 (ТЦ «Евроопт»)  23:53;2.030;2.062;2.250;2.285;3.140;3.200
  СтатусБанк г. Минск, ул. Казимировская, 6 (ТЦ «Евроопт»)  23:53;2.030;2.062;2.250;2.285;3.140;3.200
  Технобанк г.Минск, ул. Кропоткина, 44  15:25;2.042;2.055;2.260;2.282;3.170;3.200
  Технобанк г. Минск, ул. Петра Мстиславца, 11 (ТРЦ «DANA MALL», 2 этаж, левое крыло)  15:25;2.042;2.055;2.260;2.282;3.170;3.200
"  Технобанк г. Минск, ул. Каролинская 5а (""Виталюр"")  15:25";2.042;2.055;2.260;2.282;3.170;3.200
  Технобанк г. Минск, ул. Немига, 3  23:53;2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. П. Глебки, 5, ТЦ ""Скала""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк Минский район, д. Боровая, универсам ""Гиппо""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. Жуковского, 3, универсам ""Гиппо""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк Минский район, д. Боровая 1, гипердискаунтер ""Копилка""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. Немига, 8, универсам ""Немига""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк г. Минск, ул. Мястровская, 27  23:53;2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк г. Минск, ул. Кропоткина, 44, около головного офиса  23:53;2.045;2.058;2.260;2.282;3.170;3.200
"  Технобанк г. Минск, ул. Космонавтов, 5а (""Виталюр"")  23:53";2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк г. Минск, пр. Жукова, 44, ТЦ «Outleto»  23:53;2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, пр. Машерова, 54, ""Внешинтурист""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. Воронянского, 19, универсам ""Чкаловский""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, Логойский тр-т, 37 Супермаркет ""Бигзз""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк д. Сеница, ул. Зеленая, 1/5  23:53;2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк г. Минск, пр. Рокоссовского, 62  23:53;2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Ленина, 27, ТЦ ""ЛенинГрад""  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Крупской, 6/1, универсам ""Виталюр""  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Голодеда, 15, универсам ""Соседи""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. Громова, 20, универсам ""Соседи""  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Немига, 3, ТЦ ""Немига-3"", цокольный этаж  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, пр. Независимости, 54, ЦУМ ""Минск""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк г. Минск, ул. Руссиянова, 8  15:25;2.042;2.055;2.260;2.282;3.170;3.200
"  Технобанк г. Минск, пр. Победителей, 101/12, ТД ""Рамонак""  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Калиновского, 66а, ТЦ ""Восток""  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, пр. Победителей, 9, ТЦ ""GALLERIA MINSK""  15:25";2.042;2.055;2.260;2.282;3.170;3.200
  Технобанк г. Минск, пр. Газеты Правда, 20  23:53;2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк Минская область, Минский район, 9-й километр Московского шоссе (""Виталюр"")  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Налибокская, 1 (ТЦ ""Караван"")  15:25";2.042;2.055;2.260;2.285;3.170;3.200
"  Технобанк г. Минск, Логойский тракт, 46, АЗС ""United Company""  23:53";2.040;2.065;2.260;2.290;3.150;3.220
"  Технобанк г. Минск, ул. Бобруйская, 6 (ТЦ ""Галилео""). До 10.00 проход к обменному пункту со стороны билетных касс автовокзала (2-ой этаж)  15:25";2.042;2.055;2.260;2.285;3.170;3.200
"  Технобанк г. Минск, ул. Кальварийская, 42 (""Испанский визовый центр"")  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. В.Хоружей, 1a (ТЦ ""Силуэт"")  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. В. Хоружей, 1а (ТЦ ""Силуэт"")  23:53";2.040;2.065;2.260;2.290;3.160;3.210
"  Технобанк г. Минск, ул. Притыцкого, 29, супермаркет ""Евроопт""  23:53";2.040;2.065;2.260;2.290;3.160;3.210
  Технобанк г. Минск ул. Руссиянова, 8  15:25;2.042;2.055;2.260;2.282;3.170;3.200
"  Технобанк г. Минск, проспект Независимости 117а (ТЦ ""Александров Пассаж"" (вход со стороны ул.Филимонова))  15:25";2.042;2.055;2.260;2.282;3.170;3.200
  Технобанк г. Минск, ул. Кульман, 21б  23:53;2.048;2.060;2.265;2.295;3.178;3.200
  Технобанк г. Минск, ул. Петра Мстиславца 11 (ТРЦ «DANA MALL»)  15:25;2.042;2.055;2.260;2.282;3.170;3.200
"  Технобанк г. Минск, пр-т Победителей, 65 (ТЦ ""Замок"")  15:25";2.042;2.055;2.260;2.285;3.170;3.200
  Технобанк г. Минск, ул. Долгиновский тракт, 188, ТЦ «All house»  15:25;2.042;2.055;2.260;2.285;3.170;3.200
  Технобанк г. Минск, ул. Притыцкого, 156 (Каменная Горка, ТРЦ Green City)  15:25;2.042;2.055;2.260;2.285;3.170;3.200
  Технобанк г.Минск, ул. Володарского, 4  15:25;2.042;2.055;2.260;2.282;3.170;3.200
  Технобанк г.Минск, ул. Мельникайте, 8  23:53;2.045;2.058;2.260;2.282;3.170;3.200
  Технобанк г. Минск, ул. Я.Коласа, 4  15:25;2.042;2.055;2.260;2.282;3.170;3.200
  ТК Банк г. Минск, ул. Тимирязева 65А  15:25;2.040;2.060;2.260;2.280;3.170;3.185
  ТК Банк г. Минск, ул. Тимирязева, д. 65А (второй этаж)  15:25;2.040;2.060;2.260;2.280;3.170;3.185
  Франсабанк г.Минск, пр-т. Независимости, 95 A 15:25;2.046;2.054;2.265;2.278;3.175;3.200
"  Франсабанк г.Минск, ул. Скрипникова, 15а (Универсам ""Алми"")  15:25";2.030;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г.Минск, ул. Рафиева, 56 (ТЦ ""Виталюр"")  15:25";2.035;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г.Минск, ул. Уборевича, 144А (У-м ""Чижовский двор"")  15:25";2.035;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г. Минск, ул. Некрасова, 3а (магазин ""Виталюр"")  15:25";2.035;2.060;2.250;2.285;3.150;3.200
  Франсабанк г. Минск, ул. Мирошниченко, 3  15:25;2.035;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г.Минск, Игуменский тр-т, 11 (ТЦ ""Виталюр"") 15:25";2.030;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г.Минск, ул. Козлова, 2 (м-н ""Океан"")  15:25";2.046;2.054;2.265;2.278;3.175;3.200
"  Франсабанк г.Минск, ул. Голубева, 24a (ОДО ""Виталюр"")  15:25";2.030;2.060;2.250;2.285;3.150;3.200
  Франсабанк г.Минск, ул. Нестерова, 49  15:25;2.030;2.060;2.250;2.285;3.150;3.200
  Франсабанк г. Минск, ул. Нестерова, 49  15:25;2.035;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г.Минск, пр-т. Победителей, 65 (ТЦ ""Замок"")  15:25";2.040;2.055;2.255;2.280;3.160;3.200
"  Франсабанк г.Минск, ул. Жиновича, д.7 (ОДО ""Виталюр"")  15:25";2.035;2.060;2.250;2.285;3.150;3.200
"  Франсабанк г. Минск, ул. Космонавтов, 28 (магазин ""Виталюр"")  15:25";2.046;2.054;2.265;2.278;3.175;3.200
  Франсабанк г.Минск, ул. Кульман, 5Б  15:25;2.035;2.060;2.250;2.285;3.150;3.200
  Франсабанк г.Минск, ул. Кальварийская, 4  15:25;2.046;2.054;2.265;2.278;3.175;3.200
"  Франсабанк г.Минск, ул. Домбровская, 9 (Бизнес-Центр ""Sky Towers"")  15:25";2.046;2.054;2.265;2.278;3.175;3.200
"  Франсабанк г.Минск, ул. Жиновича, 7 (ТЦ ""Виталюр"")  15:25";2.046;2.054;2.265;2.278;3.175;3.200
  Цептер Банк г. Минск, ул. Платонова, 1Б  15:25;2.040;2.060;2.265;2.285;3.140;3.210
  Цептер Банк г. Минск, ул. Тимирязева, 114 (1 этаж «Хёндэ АвтоГрад»)  15:25;2.040;2.060;2.265;2.285;3.140;3.210
  Цептер Банк г. Минск, ул. Тимирязева, 127 (1 этаж в здании паркинга)  15:25;2.040;2.060;2.265;2.285;3.140;3.210
  Цептер Банк г. Минск, ул. Тимирязева,127, 1 этаж, гипермаркет «МИЛЕ».  15:25;2.040;2.060;2.265;2.285;3.140;3.210
  Цептер Банк г. Минск, ул. Платонова, 1 Б  15:25;2.040;2.060;2.265;2.285;3.140;3.210
